colct_stdde,sle_site_domn,prices_prdlst_id,goods_nm,shop_nm,anals_trget_pc,Price,expsr_ordr,job_id,kf,Rand
2020-04-17,search.shopping.naver.com,F012050,더조은 에코인어스 황사방역용 마스크 KF94 대형 - 골디락스,골디락스,2200,2200,2,490015,94,0.124329507
2020-03-28,search.shopping.naver.com,F012050,[도부마스크] KF94 대형 10매 외 CM 1 화생방용 화재용 마스크 믿을 수 있는 국내생산 빠른 배송 - 티몬,티몬,38900,3890,5,490015,94,0.124334113
2020-03-15,search.shopping.naver.com,F012050,[더샵스토어] 인기 프리미엄 아이비스 KF80먼지마스크(SP) - 위메프,위메프,7760,7760,23,490013,80,0.124337269
2020-05-24,search.shopping.naver.com,F012050,삼공오공 개별포장 KF80 마스크/황사마스크/미세먼지마스크/ISSM - 롯데홈쇼핑,롯데홈쇼핑,2070,2070,30,490013,80,0.124503489
2020-04-11,search.shopping.naver.com,F012050,당일출고 애니프리 KF80 필터 사용 황사 마스크 10매 - 옥션,옥션,19850,1985,83,490013,80,0.12456762
2020-05-24,search.shopping.naver.com,F012050,[메가마트] 국대마스크 KF94 대형 5입 - 쿠팡,쿠팡,11900,2380,64,490015,94,0.124568526
2020-04-06,search.shopping.naver.com,F012050,늘푸른 황사마스크 KF80 대형 화이트 10매 개별포장 - 쿠팡,쿠팡,35000,3500,76,490013,80,0.124677999
2020-03-13,search.shopping.naver.com,F012050,[더샵스토어] 인기 프리미엄 4중필터 하이가드 dust마스크 KF80 대형 1개입 - 위메프,위메프,7620,7620,22,490013,80,0.124702462
2020-04-25,search.shopping.naver.com,F012050,엠플러스 국산 미세먼지 황사마스크 KF80 화이트 1개 - 옥션,옥션,2350,2350,12,490009,80,0.124882087
2020-04-06,search.shopping.naver.com,F012050,(국내 오늘 발송) (10매입) KF94 마스크 대형 코로나 - 인터파크,인터파크,43560,4356,56,490015,94,0.124925283
2020-05-17,search.shopping.naver.com,F012050,뉴네퓨어 황사방역마스크 kf94 (5개입) (끈 조절기능) - 위메프,위메프,18900,3780,5,490001,94,0.124967511
2020-04-18,search.shopping.naver.com,F012050,KF80 일회용 마스크 뉴크린웰 - G마켓,G마켓,2580,2580,39,490013,80,0.124984675
2020-03-21,search.shopping.naver.com,F012050,코로나 대응 마스크 대형 KF94 5매 - 11번가,11번가,22700,4540,51,490015,94,0.12507884
2020-04-19,search.shopping.naver.com,F012050,"다존,이노센트외 KF94,KF80 황사 방역마스크 대형 개별포장 10개 - 마켓 온",마켓 온,32500,3250,42,490015,94,0.125084983
2020-04-23,search.shopping.naver.com,F012050,국산 KF94 미세먼지 황사마스크 코로나19 프리데이 대형 10매 - 11번가,11번가,31150,3115,80,490015,94,0.125150668
2020-05-25,search.shopping.naver.com,F012050,QUQU 더안심 황사 미세먼지 방역 마스크 KF94 - 로켓 배송,로켓 배송,2100,2100,8,490008,94,0.125216007
2020-05-14,search.shopping.naver.com,F012050,SK 외 KF94 미세먼지 마스크 대형/중형/소형 10매 (블랙/화이트) - G9,G9,28900,2890,13,490015,94,0.12532809
2020-04-20,search.shopping.naver.com,F012050,국산 KF80 대형 황사방역마스크 1개 - 보건몰닷컴,보건몰닷컴,2800,2800,26,490013,80,0.125364308
2020-04-25,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 숨마스크 - G마켓,G마켓,4660,4660,26,490008,94,0.125413622
2020-04-14,search.shopping.naver.com,F012050,1개 - 5매입 KF94 쉼표리빙 미세먼지 황사 마스크 대형 일회용 KF80 ( 그레이) - 헤르메스타운,헤르메스타운,15390,3078,3,490009,80,0.125485856
2020-02-25,search.shopping.naver.com,F012091,일동 푸른숲 보령 5why 중외 좋은숨 동아 더스논 KF94 미세먼지 황사마스크 KF99 KF80 어린이 - 오렌지팜,오렌지팜,4000,,1,490003,94,0.125526635
2020-02-19,search.shopping.naver.com,F012091,3Q 미세 먼지 KF94 대형 1회용 일회용 마스크 1개 - 디엠에스유통,디엠에스유통,4130,,72,490008,94,0.125599484
2020-04-15,search.shopping.naver.com,F012050,네퓨어 KF94 파인텍 20매 성인용 미세먼지마스크 끈조절 황사마스크 - 리얼라이즈,리얼라이즈,58900,2945,2,490001,94,0.125611477
2020-03-09,search.shopping.naver.com,F012050,인기 리빙용품 프리텍 입체형 dust마스크 F-1 KF80 블랙 1개입 - 위메프,위메프,9340,,20,490013,80,0.125631413
2020-05-20,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 늘푸른마스크 - 인터파크,인터파크,4070,4070,28,490008,94,0.125693295
2020-04-08,search.shopping.naver.com,F012050,늘푸른 황사마스크(KF80) 화이트 중형 X 10매 - 옥션,옥션,33880,3388,63,490013,80,0.125708936
2020-05-07,search.shopping.naver.com,F012050,"다존,이노센트외 KF94,KF80 황사 방역마스크 대형 개별포장 10개 - 마켓 온",마켓 온,26000,2600,42,490015,94,0.126005689
2020-04-29,search.shopping.naver.com,F012050,[유가모아] 마스크 kf94 kf80 소형 중형 대형 덴탈 일회용 화이트 블랙 - madammaket,madammaket,1700,1700,18,490015,94,0.126057715
2020-02-15,search.shopping.naver.com,F012091,런닝맨 황사 방역마스크 리우/KF94/소형 1개 - 11번가,11번가,2230,,103,490008,94,0.126245615
2020-05-22,search.shopping.naver.com,F012050,"자연속으로 KF94 미세먼지 황사마스크 [대형/소형] , 뽀로로 방한 마스크 - 알뜰하우스",알뜰하우스,1850,1850,18,490015,94,0.126283938
2020-03-11,search.shopping.naver.com,F012050,[더샵스토어] 인기 프리미엄 프리텍 입체형 dust마스크 F-1 KF80 블랙 1개입 - 위메프,위메프,9340,9340,24,490013,80,0.12631021
2020-05-03,search.shopping.naver.com,F012050,LG생활건강 테라브레스 KF94 미세먼지 마스크 대형1개 - G마켓,G마켓,4050,4050,21,490008,94,0.126367548
2020-04-21,search.shopping.naver.com,F012050,더숨 프레쉬 에버 에어마스크 kf94 대형 1매 - 올랜즈1,올랜즈1,2700,2700,50,490015,94,0.126630419
2020-05-04,search.shopping.naver.com,F012050,KF94 마스크 식약처인증 황사 방역 마스크 대형 1매 휴안청플러스 - 패션플러스,패션플러스,2200,2200,36,490015,94,0.126684778
2020-05-03,search.shopping.naver.com,F012050,[KF80마스크20매] 대형 일회용 미세먼지 마스크 (국내정품) - 파파몽,파파몽,42000,2100,25,490013,80,0.126795348
2020-05-01,search.shopping.naver.com,F012050,[개별포장] 제로베이 KF94 더질러 일회용 마스크 식약처 인증 대형 1매입 - 할인24,할인24,2500,2500,18,490015,94,0.126800536
2020-02-18,search.shopping.naver.com,F012091,네오세이프 입체면마스크[화이트 성인용] 1개 어린이 마스크 성인마스크 KF94 황사마스크 어린이캐릭터마스크 면마스크 방한 무형광 - 티몬,티몬,3000,,34,490008,94,0.126842319
2020-02-14,search.shopping.naver.com,F012091,기타 하이가드 방역마스크 황사마스크 KF80 대형 검정색 1개 - 쿠팡,쿠팡,3000,,30,490009,80,0.126873693
2020-02-13,search.shopping.naver.com,F012091,3Q 미세 먼지 KF94 대형 1회용 일회용 마스크 1개 - 롯데쇼핑,롯데쇼핑,3910,,66,490008,94,0.12688934
2020-05-08,search.shopping.naver.com,F012050,애니가드 국내산 KF80 마스크 대형 25매 - 옥션,옥션,59000,2360,82,490013,80,0.126976468
2020-04-04,search.shopping.naver.com,F012050,재재입고 (당일발송) KF94 도부마스크 201 DOBU 대형 도부 노즈스펀지 개별포장 1개 - 아무르봉봉,아무르봉봉,3300,3300,4,490008,94,0.12703004
2020-05-19,search.shopping.naver.com,F012050,[5월20일발송]웰킵스 아에르 KF94 KF80 마스크 초소형 소형 중형 대형 S M L - 윤군스토어,윤군스토어,2790,2790,10,490015,94,0.127053082
2020-02-11,search.shopping.naver.com,F012091,동아 더스논 미세먼지 방역 동아제약 마스크 KF94 - 뉴트리케어,뉴트리케어,3000,,9,490003,94,0.127106554
2020-04-13,search.shopping.naver.com,F012050,KF94 미세먼지마스크 대형1개 크리넥스인가드웰킵스 - G마켓,G마켓,3490,3490,18,490008,94,0.127116358
2020-03-14,search.shopping.naver.com,F012050,더조은 국내산KF94마스크 대형 5매 브랜드랜덤발송 - G마켓,G마켓,29020,5804,63,490015,94,0.127288805
2020-05-21,search.shopping.naver.com,F012050,웰킵스 스마트 미세먼지황사마스크 KF94 대형 1개 - 옥션,옥션,2750,2750,50,490008,94,0.127345799
2020-03-28,search.shopping.naver.com,F012050,도부 끌라레루트 KF80 마스크 블랙 대형 성인용 - 미생미생,미생미생,4190,4190,20,490013,80,0.12735708
2020-05-10,search.shopping.naver.com,F012050,소형마스크 일회용마스크 화이트 개별밀봉포장 1개/KF94/소형/마스크/kf80/먼지차단/일회용마스크/블랙마스크/화이트 - 위메프,위메프,1970,1970,33,490009,80,0.127386378
2020-05-09,search.shopping.naver.com,F012050,크린웰 KF80 마스크 화이트 대형 황사 미세먼지 방역용 마스크 - 다온7,다온7,1830,1830,16,490013,80,0.127482636
2020-05-24,search.shopping.naver.com,F012050,올가드 KF94 황사미세먼지마스크 대형 1매 - 오픈메디칼,오픈메디칼,1770,1770,39,490015,94,0.127490549
2020-02-10,search.shopping.naver.com,F012090,3Q 미세 먼지 KF94 대형 1회용 일회용 마스크 1개,가치파는몰,4460,,67,490008,94,0.127535538
2020-02-13,search.shopping.naver.com,F012091,닥터퓨리 KF94 쿠션필터 미세먼지 황사마스크 성인-대형 1매 - adonai,adonai,3000,,1,490002,94,0.127557581
2020-05-29,search.shopping.naver.com,F012050,KF94 원파인데이 숨마스크 황사미세먼지마스크 흰색 대형 1개 - 11번가,11번가,2500,2500,35,490008,94,0.127609256
2020-04-24,search.shopping.naver.com,F012050,늘푸른 황사마스크 KF80 중형 화이트 2매 - 쿠팡,쿠팡,7000,3500,64,490013,80,0.127653049
2020-04-10,search.shopping.naver.com,F012050,QUQU 더안심 황사 초미세먼지 차단 방역 마스크 KF94 일회용 대형 1개 - 클릭월드,클릭월드,3400,3400,7,490008,94,0.127672821
2020-04-30,search.shopping.naver.com,F012050,애니프리 KF80 필터 사용 황사 마스크 10매 당일출고 미세먼지 마스크 - 텐바이텐,텐바이텐,20610,2061,34,490013,80,0.127852712
2020-04-29,search.shopping.naver.com,F012050,애니프리 KF80 필터 사용 황사 마스크 10매 당일출고 미세먼지 마스크 - 텐바이텐,텐바이텐,20610,2061,34,490013,80,0.128049296
2020-03-16,search.shopping.naver.com,F012050,더조은 국내산KF94마스크 대형 5매 브랜드랜덤발송 - 옥션,옥션,29890,5978,28,490015,94,0.128169982
2020-05-16,search.shopping.naver.com,F012050,한컴라이프케어 황사 마스크 KF94 식약청 허가제품 1개 - 스마트핫라인,스마트핫라인,2000,2000,27,490008,94,0.128193824
2020-04-15,search.shopping.naver.com,F012050,웰클린 황사마스크 KF94 블랙 중형 5매입 1개 - 건강케어,건강케어,17500,3500,8,490008,94,0.128238465
2020-05-22,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 숨마스크 - 옥션,옥션,3490,3490,37,490008,94,0.128249275
2020-04-21,search.shopping.naver.com,F012050,블루인더스 미세먼지 황사마스크 KF94 - 인스타피아,인스타피아,2940,2940,19,490008,94,0.128365789
2020-05-05,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 늘푸른마스크 - 11번가,11번가,4320,4320,26,490008,94,0.128373288
2020-02-13,search.shopping.naver.com,F012091,에버그린 다봉산업 마이케어 끈조절 미세먼지 마스크 KF80 대형 - 삼천리팩토리,삼천리팩토리,2490,,3,490009,80,0.128510672
2020-05-15,search.shopping.naver.com,F012050,하늬숨 kf94 4중필터 마스크 대형1매 코로나미세먼지 - 인터파크,인터파크,1370,1370,4,490015,94,0.128594254
2020-05-15,search.shopping.naver.com,F012050,[일월]보건용 황사 미세먼지 마스크 KF94 (대형30매) - 이마트몰,이마트몰,69800,2326.666667,24,490015,94,0.128748996
2020-04-07,search.shopping.naver.com,F012050,"KF94 방역마스크 황사마스크(대형/흰색/ 한봉지10개입 34,000원) - 11번가",11번가,34000,3400,38,490015,94,0.128820832
2020-04-27,search.shopping.naver.com,F012050,QUQU 더안심 황사 미세먼지 방역 마스크 KF94 - 11번가,11번가,2310,2310,6,490008,94,0.129015808
2020-04-15,search.shopping.naver.com,F012050,QUQU 더안심 황사 초미세먼지 차단 방역 마스크 KF94 일회용 대형 1개 - 클릭월드,클릭월드,3400,3400,31,490008,94,0.129046369
2020-03-11,search.shopping.naver.com,F012050,핑크퐁면마스크 1개 어린이 마스크 성인마스크 KF94 황사마스크 어린이캐릭터마스크 면마스크 방한 무형광 - 티몬,티몬,2500,2500,24,490008,94,0.129049798
2020-04-01,search.shopping.naver.com,F012050,파인텍 뉴네퓨어 황사마스크 KF94 5매입 흰색 - G마켓,G마켓,20830,4166,20,490001,94,0.129154323
2020-04-12,search.shopping.naver.com,F012050,늘푸른 황사마스크(KF80) 화이트 중형 X 10매 - 옥션,옥션,33490,3349,40,490013,80,0.129184541
2020-05-20,search.shopping.naver.com,F012050,소확행몰 엠플러스 국산 미세먼지 황사마스크 KF80 대형-10개 - 쿠팡,쿠팡,23000,2300,83,490013,80,0.129240492
2020-05-14,search.shopping.naver.com,F012050,[10개묶음 할인]소형마스크 일회용마스크 화이트 개별밀봉포장 1개 JWB-1095 KF94 소형 마스크 kf80 - 쿠팡,쿠팡,23100,2310,30,490009,80,0.129367471
2020-03-29,search.shopping.naver.com,F012050,뉴네퓨어 KF94 대형 미세먼지 마스크 20매 당일출고 - G마켓,G마켓,87030,4351.5,17,490001,94,0.129382872
2020-03-26,search.shopping.naver.com,F012050,"▶▶ KF94 대형 마스크 1개 (5매) x 3개 (총15매입), 바이러스, 황사, 미세먼지 - 동백꽃상회",동백꽃상회,51000,3400,21,490008,94,0.12938745
2020-05-20,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 늘푸른마스 - 인터파크,인터파크,4320,4320,13,490008,94,0.129439891
2020-03-18,search.shopping.naver.com,F012050,국내 당일출고 (5매입) KF94 마스크 대형 코로나19 - 인터파크,인터파크,24560,4912,79,490015,94,0.129461267
2020-02-14,search.shopping.naver.com,F012091,유한양행 해피홈 크리넥스 밀착가드 KF80 황사마스크 - 다나아팜,다나아팜,2480,,20,490009,80,0.129471699
2020-04-14,search.shopping.naver.com,F012050,KF80마스크 퓨어 마스크 - 옥션,옥션,2820,2820,71,490013,80,0.12950544
2020-03-05,search.shopping.naver.com,F012050,황사마스크 KF80 대형 개별포장 코로나(디자인 랜덤) - G마켓,G마켓,5190,,18,490013,80,0.129546035
2020-05-03,search.shopping.naver.com,F012050,휴안청플러스 국내생산 KF94 마스크 5매 식약처인증 미세먼지 황사 방역마스크 - 패션플러스,패션플러스,10750,2150,1,490015,94,0.129683276
2020-04-26,search.shopping.naver.com,F012050,KF80(10매) 숨 쉬기 편한 황사미세먼지 차단기능 마스크 대형 - 로이프렌즈,로이프렌즈,23000,2300,55,490013,80,0.129731323
2020-05-19,search.shopping.naver.com,F012050,[이노센트] 이노센트 미세먼지마스크 KF80 대형 - 위메프,위메프,3200,3200,15,490013,80,0.129805402
2020-05-03,search.shopping.naver.com,F012050,건영 KF94 마스크 국내생산 5매 1팩 포장 화이트 대형 - 루카스마켓,루카스마켓,17100,3420,50,490015,94,0.129843916
2020-04-10,search.shopping.naver.com,F012050,KF94 대형(어른용) 마스크 5팩(1개씩 낱개 포장) - 조시몰,조시몰,17090,3418,44,490008,94,0.12986884
2020-04-03,search.shopping.naver.com,F012050,(딩일배송/재고확보) 더조은 국내생산 황사 방역용 KF94 마스크 대형 (5매입) - 잇푸드,잇푸드,18500,3700,31,490015,94,0.129870508
2020-05-26,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 숨마스크 - 인터파크,인터파크,3790,3790,19,490008,94,0.129873823
2020-05-12,search.shopping.naver.com,F012050,LG생활건강 테라브레스 KF94 미세먼지 마스크 대형1개 - 옥션,옥션,4410,4410,25,490008,94,0.129875893
2020-05-15,search.shopping.naver.com,F012050,KF94대형 개별 1개 방역마스 크린숨 KF94 대형 황사마스크 - 쿠팡,쿠팡,2700,2700,17,490008,94,0.129935867
2020-05-01,search.shopping.naver.com,F012050,늘푸른 마스크 KF94대형 화이트 일회용 개별 포장 1개 - 파이닉스 공조냉동,파이닉스 공조냉동,3990,3990,7,490008,94,0.129949365
2020-05-03,search.shopping.naver.com,F012050,제로베이 KF94 대형 입체 마스크 1개 / 화이트 / 개별포장 / 보건 황사 미세먼지 - 그린프로그,그린프로그,2480,2480,36,490015,94,0.130189339
2020-03-29,search.shopping.naver.com,F012050,(당일출고)KF94 마스크 국산 미세먼지 대형10매입 - G마켓,G마켓,39600,3960,51,490015,94,0.130200033
2020-02-21,search.shopping.naver.com,F012091,3Q 미세 먼지 KF94 대형 1회용 일회용 마스크 1개 - 디엠에스유통,디엠에스유통,4130,,55,490008,94,0.130373433
2020-03-14,search.shopping.naver.com,F012050,KF94 더조은마스크 10개입 대형 - G마켓,G마켓,51970,5197,55,490015,94,0.130419298
2020-05-22,search.shopping.naver.com,F012050,(대한도매) kf94 대형마스크 1개 개별포장 숨마스크 빠른배송/당일발송 - 11번가,11번가,4370,4370,40,490008,94,0.130449862
2020-05-22,search.shopping.naver.com,F012050,애니가드 국내생산 KF80 대형 마스크 1박스 25매입 식약처 인증 - 티몬,티몬,59000,2360,14,490013,80,0.130500725
2020-05-16,search.shopping.naver.com,F012050,엠플러스 국산 미세먼지 황사마스크 KF94 화이트 1개 - G마켓,G마켓,2230,2230,45,490008,94,0.130529126
2020-03-30,search.shopping.naver.com,F012050,(재고보유 오늘출발) 뉴네퓨어 건영 이룸 대형 성인용 KF94 코로나 마스크 랜덤발송 5매입 - SHALL I,SHALL I,23500,4700,17,490001,94,0.130532247
2020-04-13,search.shopping.naver.com,F012050,방역 마스크 KF94 대형 화이트 일회용 개별 포장 1개 - 파이닉스 공조냉동,파이닉스 공조냉동,4510,4510,40,490008,94,0.130710793
2020-03-20,search.shopping.naver.com,F012050,국산 KF94 마스크 대형 10매입(재고있음) - 아울렛몰,아울렛몰,47500,4750,17,490015,94,0.130713476
2020-05-18,search.shopping.naver.com,F012050,웰킵스 대형 KF94 마스크 /25개입/성인용.재고확보 - 인터파크,인터파크,68160,2726.4,67,490015,94,0.130731714
2020-04-12,search.shopping.naver.com,F012050,KF94마스크 국산 미세먼지 대형10매입 개별포장 - G마켓,G마켓,29000,2900,68,490015,94,0.130754053
2020-02-14,search.shopping.naver.com,F012091,[임시업로드상품] N95 KF94 초미세먼지 마스크 피피마스크 1개 by Pollution-Proof Solution - 페퍼클럽,페퍼클럽,3000,,69,490008,94,0.130778078
2020-04-13,search.shopping.naver.com,F012050,NEW네퓨어 황사 미세먼지 마스크/웰킵스/에어퀸/디즈니 마스크/블랙/대형/중형/소형/초소형/KF94/KF80/10매 - 몽생미쉘,몽생미쉘,35000,3500,27,490001,94,0.130982232
2020-05-13,search.shopping.naver.com,F012050,애니가드 국내산 KF80 마스크 대형 25매 - 옥션,옥션,59000,2360,72,490013,80,0.131058504
2020-05-07,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 늘푸른마스크 - 인터파크,인터파크,4150,4150,14,490008,94,0.131094224
2020-05-01,search.shopping.naver.com,F012050,애니케어 kf80 황사마스크 10매 - 간지통통,간지통통,25000,2500,53,490013,80,0.131355985
2020-04-24,search.shopping.naver.com,F012050,국산 KF94 미세먼지 이지숨 마스크 대형 화이트 10매 - G9,G9,24890,2489,53,490015,94,0.131370525
2020-02-19,search.shopping.naver.com,F012091,황사미세먼지마스크 하이가드 애니멀 KF94 소형1개 - G마켓,G마켓,3010,,26,490008,94,0.131385574
2020-03-15,search.shopping.naver.com,F012050,코로나 대응 마스크 대형 KF94 5매 국내생산당일발송ZW - 11번가,11번가,29370,5874,36,490015,94,0.131401889
2020-04-09,search.shopping.naver.com,F012050,랜덤배송 KF94 대형 마스크 1개(5매)x3개 (총 15매) - 쿠팡,쿠팡,43500,2900,45,490008,94,0.131514298
2020-02-17,search.shopping.naver.com,F012091,일동제약 푸른숲 미세먼지 황사 마스크 KF94 / 동아제약 더스논 KF-94 미세먼지 황사마스크 - 코어스,코어스,3000,,11,490003,94,0.131586929
2020-05-11,search.shopping.naver.com,F012050,KF80 KF94 마스크 미세먼지 황사 일회용마스크 5매-매일편한 KF80 마스크 5매입x1개 - 인터파크,인터파크,10560,2112,21,490009,80,0.131597908
2020-04-10,search.shopping.naver.com,F012050,KF80 일회용 마스크 뉴크린웰 - G마켓,G마켓,3080,3080,79,490013,80,0.131712196
2020-03-27,search.shopping.naver.com,F012050,식약처허가 국내산 KF94 황사마스크 대형화이트 5매입 - G마켓,G마켓,17930,3586,80,490015,94,0.131719287
2020-04-27,search.shopping.naver.com,F012050,"KF94 황사방역마스크 개별대형1개입/끈조절가능,국산, 식약처인증 - 반짝반짝이네",반짝반짝이네,3200,3200,50,490015,94,0.13183106
2020-03-25,search.shopping.naver.com,F012050,(당일출고)국산 KF94 마스크 미세먼지 대형 10매입 - G마켓,G마켓,47830,4783,3,490015,94,0.132008791
2020-05-21,search.shopping.naver.com,F012050,웰킵스 웰킵스 KF80 마스크/초소형/25개1박스 - G마켓,G마켓,66700,2668,68,490013,80,0.132044615
2020-05-24,search.shopping.naver.com,F012050,KF94 코지마스크 대형 1매입 5매입 블랙 화이트 국내생산 - 사라고사,사라고사,23000,4600,31,490015,94,0.132047456
2020-03-10,search.shopping.naver.com,F012050,숨프리 KF94 황사방역마스크 성인용 미세먼지 대형 마스크 1개입 - elvin전자상거래,elvin전자상거래,4900,4900,18,490015,94,0.132150934
2020-05-17,search.shopping.naver.com,F012050,위케어 의약외품 KF94 방역 황사 마스크 대형 5매 소형 5매 - 옥션,옥션,7070,1414,52,490015,94,0.132200606
2020-04-17,search.shopping.naver.com,F012050,황사엔 초미세먼지 미세먼지엔 닥터퓨리 KF94 인증 미세먼지 황사 마스크 1 개 (끈조절 가능) - ANNE SHOP,ANNE SHOP,4990,4990,12,490002,94,0.132205453
2020-02-10,search.shopping.naver.com,F012090,황사 방역 마스크 KF80,에스인텍 접착제 나라,1500,,1,490009,80,0.132225289
2020-04-19,search.shopping.naver.com,F012050,국산 KF80 대형 황사방역마스크 1개 - 보건몰닷컴,보건몰닷컴,2800,2800,28,490013,80,0.132277104
2020-03-30,search.shopping.naver.com,F012050,늘푸른 황사마스크 KF80 중형 화이트 2매 - 쿠팡,쿠팡,7000,3500,32,490013,80,0.132312662
2020-05-15,search.shopping.naver.com,F012050,미국 N95인증 국산 도부마스크 KF94보다 우수 1개 1매 [국내생산]도부마스크N95 대형 흰색 - 티몬,티몬,2920,2920,11,490008,94,0.132380413
2020-05-06,search.shopping.naver.com,F012050,[10개묶음 할인]소형마스크 일회용마스크 화이트 개별밀봉포장 1개 JWB-1095 KF94 소형 마스크 kf80 - 위메프,위메프,23100,2310,32,490009,80,0.132382898
2020-05-20,search.shopping.naver.com,F012050,(당일출고) 코지 KF94 마스크 대형 5매입 블랙 - G마켓,G마켓,10840,2168,72,490015,94,0.132488783
2020-05-29,search.shopping.naver.com,F012050,[재입고] 힉스윌로우리프 황사미세먼지 KF80마스크 - 어드바이스몰,어드바이스몰,2000,2000,19,490013,80,0.132500782
2020-04-09,search.shopping.naver.com,F012050,KF94 대형마스크 황사 미세먼지마스크 10개(4시이전주문건 당일발송) - 아이나라에듀,아이나라에듀,35000,3500,51,490015,94,0.132514451
2020-05-23,search.shopping.naver.com,F012050,웰킵스 스마트 황사 방역마스크 KF80 초소형 유아용 1입 5장 - 리빙킹,리빙킹,11500,2300,55,490013,80,0.132559896
2020-05-12,search.shopping.naver.com,F012050,웰킵스 일월 미세먼지차단마스크 KF94 대형 소형 - 11번가,11번가,2010,2010,35,490015,94,0.132862617
2020-05-01,search.shopping.naver.com,F012050,KF80 미세먼지 황사마스크 보건마스크 일회용마스크 - G마켓,G마켓,1900,1900,59,490013,80,0.132914785
2020-04-20,search.shopping.naver.com,F012050,"KF94 황사방역마스크 개별대형1개입/끈조절가능,국산, 식약처인증 - 반짝반짝이네",반짝반짝이네,3200,3200,19,490015,94,0.132978129
2020-04-29,search.shopping.naver.com,F012050,일월 KF94 미세먼지 마스크 대형 4중필터 개별포장 30매 - G마켓,G마켓,72120,2404,80,490015,94,0.132986448
2020-02-18,search.shopping.naver.com,F012091,KF94 미세먼지 황사 방역 마스크 대형 1회용 일회용 마스크 1개 3Q - 하울로그,하울로그,3650,,52,490008,94,0.133040078
2020-05-05,search.shopping.naver.com,F012050,식약처인증 KF94 크린웰 마스크 대형 화이트 5매 (개별포장) - 멸치쇼핑,멸치쇼핑,21500,4300,21,490015,94,0.133132592
2020-04-14,search.shopping.naver.com,F012050,식약청인증 KF94 보건용마스크(황사마스크) 흰색 대형(1개) - 11번가,11번가,3500,3500,14,490008,94,0.133205136
2020-05-12,search.shopping.naver.com,F012050,QUQU 더안심 황사 미세먼지 방역 마스크 KF94 - G마켓,G마켓,2300,2300,4,490008,94,0.133218164
2020-03-30,search.shopping.naver.com,F012050,KF94 마스크 (중형 대형) 위생적인 개별포장 1매입 화이트 성인용 마스크 - 샵딜,샵딜,4200,4200,3,490015,94,0.133282181
2020-05-11,search.shopping.naver.com,F012050,와이엠 황사마스크 10매 KF80 대형 코로나19 예방마스크 낱개포장 일회용마스크 - 위메프,위메프,19800,1980,72,490013,80,0.133321932
2020-05-25,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 늘푸른마스크 - 11번가,11번가,4290,4290,29,490008,94,0.133348671
2020-05-21,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 숨마스크 - G마켓,G마켓,4050,4050,31,490008,94,0.133378036
2020-03-10,search.shopping.naver.com,F012050,키즈올디펜스패키지 KF94 소형마스크5개+라바키즈라떼1개 - 11번가,11번가,17720,3544,27,490008,94,0.13344428
2020-05-19,search.shopping.naver.com,F012050,식약처인증 KF94 일회용마스크 대형 블랙 5개 (개별포장) - 멸치쇼핑,멸치쇼핑,23500,4700,61,490015,94,0.133474308
2020-03-17,search.shopping.naver.com,F012050,(5매입) KF94 마스크 대형/국내배송/코로나 19 마스크예방 미세먼지 - 11번가,11번가,25730,5146,61,490015,94,0.133489273
2020-05-21,search.shopping.naver.com,F012050,편한숨 오디널 황사 방역마스크 KF94 대형 5매입 1개 - 쿠팡,쿠팡,13500,2700,40,490008,94,0.133504216
2020-05-27,search.shopping.naver.com,F012050,KF94 미세먼지 황사 방역 마스크 [5개입] 대형 - 마스크팜,마스크팜,9000,1800,7,490015,94,0.133511695
2020-02-21,search.shopping.naver.com,F012091,웰킵스 프리미엄 KF94 미세먼지 마스크 소형 1개 - 11번가,11번가,3300,,69,490008,94,0.133540797
2020-05-24,search.shopping.naver.com,F012050,KF94 마스크 식약처인증 황사 방역 마스크 대형 1매 휴안청플러스 - 패션플러스,패션플러스,1800,1800,2,490015,94,0.133593591
2020-03-21,search.shopping.naver.com,F012050,핑크퐁면마스크 1개 어린이 마스크 성인마스크 KF94 황사마스크 어린이캐릭터마스크 면마스크 방한 무형광 - 티몬,티몬,2500,2500,42,490008,94,0.133639512
2020-04-29,search.shopping.naver.com,F012050,kf94 대형마스크 1개 개별포장 늘푸른마스크 - G마켓,G마켓,4660,4660,21,490008,94,0.13383197
2020-05-13,search.shopping.naver.com,F012050,[국산]KF80마스크 대형/개별포장 계절알뜰판촉물 - 대한판촉,대한판촉,2640,2640,22,490013,80,0.133922759
2020-02-19,search.shopping.naver.com,F012091,[일양약품]황사 미세먼지마스크 성인용(대형) KF80 1개 - 11번가,11번가,3480,,19,490009,80,0.134012012
