colct_stdde,sle_site_domn,prices_prdlst_id,prices_prdlst_nm,goods_nm,anals_trget_pc,job_id
2020-07-01,www.interpark.com,A017230,마늘,다온 무농약 양파 3kg 대사이즈,12500.000,18830
2020-07-01,www.interpark.com,A017230,마늘,다온 무농약 양파 1kg 대사이즈,6900.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[HACCP] 2019년산 참좋은 고춧가루 1kg (양념용)/실중량,21350.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[HACCP] 2019년산 참좋은 고춧가루 1kgx3팩 (양념용)/실중량,67810.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[HACCP] 2019년산 참좋은 고춧가루 1kgx2팩 (양념용)/실중량,46470.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[HACCP] 2019년산 참좋은 고춧가루 500g (양념용)/실중량,16350.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[다온영농조합법인] 다온 무농약 양파 3kg 대사이즈,11950.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[다온영농조합법인] 다온 무농약 양파 1kg 중사이즈,7090.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[다온영농조합법인] 다온 무농약 양파 3kg 중사이즈,12950.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[다온영농조합법인] 다온 무농약 양파 10kg 대사이즈,32500.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[다온영농조합법인] 다온 무농약 양파 1kg 대사이즈,6530.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[다온영농조합법인] 다온 무농약 양파 10kg 중사이즈,36380.000,18830
2020-07-01,www.interpark.com,A017230,마늘,도울 대웅산 흑마늘 선물용 500g세트 남해산 통마늘,35220.000,18830
2020-07-01,www.interpark.com,A017230,마늘,도울 대웅산 흑마늘 1kg 남해산 통마늘 발효 숙성,55510.000,18830
2020-07-01,www.interpark.com,A017230,마늘,티베트 히말라야 청정 통흑마늘 500g,30000.000,18830
2020-07-01,www.interpark.com,A017230,마늘,티베트 히말라야 청정 통흑마늘 1kg,50000.000,18830
2020-07-01,www.interpark.com,A017230,마늘,티베트 히말라야 청정 통흑마늘 1500g,75000.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[푸른들] 2020년 무농약 양파 1kg(특대/개당300g이상),6000.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[푸른들] 2020년 무농약 양파 1kg(중대/개당250g이내),7700.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[초당농산] 한울림 양파 5kg 특/요리용,9360.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[초당농산] 한울림 양파 10kg 소/짱아지용,14880.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[초당농산] 한울림 양파 5kg 소/짱아지용,9090.000,18830
2020-07-01,www.interpark.com,A017230,마늘,도울 대웅산 흑마늘 선물용 500g세트 남해산 통마늘,35930.000,18830
2020-07-01,www.interpark.com,A017230,마늘,은성 인하생강 1kg 2개 냉동 식품,31200.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[푸른들] 2020년 무농약 양파 1kg (중대/개당250g이내),7470.000,18830
2020-07-01,www.interpark.com,A017230,마늘,야과몰 감칠맛 더해주는 필수 식재료 깐마늘(3_5_7)kg,30900.000,18830
2020-07-01,www.interpark.com,A017230,마늘,토종생강5kg 우리장터 국내산 식용 및 종자 생강,78000.000,18830
2020-07-01,www.interpark.com,A017230,마늘,토종생강10kg 우리장터 국내산 식용 및 종자 생강,133500.000,18830
2020-07-01,www.interpark.com,A017230,마늘,김치용고춧가루(주호 2.5K)X8/식당용/고춧가루/고추가,230140.000,18830
2020-07-01,www.interpark.com,A017230,마늘,쿡네이처 2020 햇마늘 통마늘 반접(50개),12800.000,18830
2020-07-01,www.interpark.com,A017230,마늘,생강가루(솔표 60g)X100/업소용/식자재/식당용/식당/,173550.000,18830
2020-07-01,www.interpark.com,A017230,마늘,흑목이버섯(성민 1K)X10/송화버섯/식자재용/버섯종균/,215230.000,18830
2020-07-01,www.interpark.com,A017230,마늘,흑목이버섯(맛깔 1k)X7/목이버섯/식당용/식자재용/까,141370.000,18830
2020-07-01,www.interpark.com,A017230,마늘,심플 냉동 5종혼합야채 1KX10/식자재/식당/식당용/혼,63940.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[남도장터(백)] [남도장터]한땀 무안 황토 햇 양파 3kg / 소,7470.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[남도장터(백)] [남도장터]한땀 무안 황토 햇 양파 3kg / 중대 혼합,8980.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[남도장터(백)] [남도장터]한땀 무안 황토 햇 양파 3kg / 미니,7090.000,18830
2020-07-01,www.interpark.com,A017230,마늘,우리존 세척야채 깐양파 1KG 5입내외/ES 신선채소,3200.000,18830
2020-07-01,www.interpark.com,A017230,마늘,고흥 깐마늘 1kg (중+소),5500.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[친환경팔도] [산지직송] 무농약 자연산 연잎 10장,14650.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[친환경팔도] [산지직송] 무농약 자연산 연잎 20장,25650.000,18830
2020-07-01,www.interpark.com,A017230,마늘,표고버섯캔(슬 이츠웰 2.8K)/통조림햄/식당용/식자재/,8790.000,18830
2020-07-01,www.interpark.com,A017230,마늘,혼합마늘가루(이슬 450g)/업소용/밀가루/식자재/고춧,8360.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[누리원] [산지직송]친환경 무농약 햇 양파 3kg,8420.000,18830
2020-07-01,www.interpark.com,A017230,마늘,[누리원] [산지직송]친환경 무농약 햇 양파 5kg,12350.000,18830
2020-07-01,www.interpark.com,A017230,마늘,토라스 국산 헷깐마늘 5kg(소/중/대),29000.000,18830
2020-07-01,www.interpark.com,A017230,마늘,토라스 국산 다진마늘 5kg,24500.000,18830
2020-07-01,www.interpark.com,A017230,마늘,토라스 국산 다진마늘 10kg,42500.000,18830
